MGI:MGI:1889817	replication initiator 1		GO:0022626		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR24406	protein_coding_gene		PMID:20727851	20120618
MGI:MGI:3646958	ribosomal protein lateral stalk subunit P1, retrotransposed		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P05386	PANTHER:PTHR45696	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3646958	ribosomal protein lateral stalk subunit P1, retrotransposed		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P05386	PANTHER:PTHR45696	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:3646958	ribosomal protein lateral stalk subunit P1, retrotransposed		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000474938|UniProtKB:P52855|SGD:S000002288|SGD:S000002239|UniProtKB:P05386|RGD:621774|MGI:MGI:1927099	PANTHER:PTHR45696	protein_coding_gene		GO_REF:0000033	20211218
MGI:MGI:1929538	death associated protein 3		GO:0005761		UniProt	NCBITaxon:10090	IEA	InterPro:IPR008092	PANTHER:PTHR12810	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1929538	death associated protein 3		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR12810	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1929538	death associated protein 3		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR12810	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1929538	death associated protein 3		GO:0015935		UniProt	NCBITaxon:10090	IEA	InterPro:IPR008092	PANTHER:PTHR12810	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1929538	death associated protein 3		GO:0005763		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000301682|UniProtKB:Q585C2|UniProtKB:P82922|SGD:S000003097	PANTHER:PTHR12810	protein_coding_gene		GO_REF:0000033	20230110
MGI:MGI:1097682	ribosomal protein S5		GO:0015935		UniProt	NCBITaxon:10090	IEA	InterPro:IPR005716	PANTHER:PTHR11205	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1097682	ribosomal protein S5		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P46782	PANTHER:PTHR11205	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1097682	ribosomal protein S5		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P46782	PANTHER:PTHR11205	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20080828
MGI:MGI:1097682	ribosomal protein S5		GO:0022627		MGI	NCBITaxon:10090	ISO	RGD:3601	PANTHER:PTHR11205	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20080812
MGI:MGI:1097682	ribosomal protein S5		GO:0022627		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR11205	protein_coding_gene		MGI:MGI:6810796|PMID:25901680	20230511
MGI:MGI:1097682	ribosomal protein S5		GO:0022627		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11205	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221220
MGI:MGI:1097682	ribosomal protein S5		GO:0005840		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000128889|RGD:3601|UniProtKB:Q3T040|SGD:S000003884|MGI:MGI:1097682|UniProtKB:P02359|UniProtKB:Q9Y2R9|UniProtKB:P46782|FB:FBgn0002590|SGD:S000003874	PANTHER:PTHR11205	protein_coding_gene		GO_REF:0000033	20230405
MGI:MGI:1097682	ribosomal protein S5		GO:0022627		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000128891|SGD:S000003884|RGD:3601|MGI:MGI:1097682|UniProtKB:P46782	PANTHER:PTHR11205	protein_coding_gene		GO_REF:0000033	20230405
MGI:MGI:1097682	ribosomal protein S5		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11205	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1097682	ribosomal protein S5		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11205	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1196612	mitochondrial ribosomal protein L23		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q16540	PANTHER:PTHR12059	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161005
MGI:MGI:1196612	mitochondrial ribosomal protein L23		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR12059	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1196612	mitochondrial ribosomal protein L23		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR013025|InterPro:IPR012678	PANTHER:PTHR12059	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1196612	mitochondrial ribosomal protein L23		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR12059	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1196612	mitochondrial ribosomal protein L23		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000248673|SGD:S000002813|UniProtKB:Q16540	PANTHER:PTHR12059	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:1196612	mitochondrial ribosomal protein L23		GO:0005761		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR12059	protein_coding_gene		PMID:25883318	20150911
MGI:MGI:1196612	mitochondrial ribosomal protein L23		GO:0005762		MGI	NCBITaxon:10090	ISO	RefSeq:XP_001249877	PANTHER:PTHR12059	protein_coding_gene		GO_REF:0000008	20110303
MGI:MGI:1929668	ring finger protein 14		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9UBS8	PANTHER:PTHR11685	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230209
MGI:MGI:3650907	ribosomal protein S6, pseudogene 4		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:3602		pseudogene		MGI:MGI:4417868|GO_REF:0000096	20220928
MGI:MGI:3650907	ribosomal protein S6, pseudogene 4		GO:0015935		MGI	NCBITaxon:10090	ISO	UniProtKB:P62753		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20060307
MGI:MGI:3650907	ribosomal protein S6, pseudogene 4		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62753		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230613
MGI:MGI:3650907	ribosomal protein S6, pseudogene 4		GO:0022627		MGI	NCBITaxon:10090	ISO	RGD:3602		pseudogene		MGI:MGI:4417868|GO_REF:0000096	20080811
MGI:MGI:3650907	ribosomal protein S6, pseudogene 4		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P62753		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20090119
MGI:MGI:1915985	mitochondrial ribosomal protein S18C		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13479	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1915985	mitochondrial ribosomal protein S18C		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9Y3D5	PANTHER:PTHR13479	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20010817
MGI:MGI:1915985	mitochondrial ribosomal protein S18C		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR001648|InterPro:IPR018275	PANTHER:PTHR13479	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1915985	mitochondrial ribosomal protein S18C		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13479	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1915985	mitochondrial ribosomal protein S18C		GO:0005763		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000336667|UniProtKB:Q9Y3D5|SGD:S000000852|UniProtKB:Q9NVS2|UniProtKB:P82917	PANTHER:PTHR13479	protein_coding_gene		GO_REF:0000033	20200808
MGI:MGI:2444248	GCN1 activator of EIF2AK4		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:Q92616	PANTHER:PTHR23346	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230209
MGI:MGI:1351455	ribosomal protein L13A		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:628697	PANTHER:PTHR11545	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1351455	ribosomal protein L13A		GO:0015934		UniProt	NCBITaxon:10090	IEA	InterPro:IPR005755	PANTHER:PTHR11545	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1351455	ribosomal protein L13A		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:628697	PANTHER:PTHR11545	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20060127
MGI:MGI:1351455	ribosomal protein L13A		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11545	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1351455	ribosomal protein L13A		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P40429	PANTHER:PTHR11545	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1351455	ribosomal protein L13A		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11545	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1351455	ribosomal protein L13A		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P40429	PANTHER:PTHR11545	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1351455	ribosomal protein L13A		GO:0005840		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000166701|SGD:S000005676|UniProtKB:P0AA10|FB:FBgn0037351|RGD:628697|SGD:S000001395|UniProtKB:Q580D5|MGI:MGI:1351455|UniProtKB:P40429|UniProtKB:O96222|UniProtKB:Q9BYD1|SGD:S000005013|MGI:MGI:2137218	PANTHER:PTHR11545	protein_coding_gene		GO_REF:0000033	20230110
MGI:MGI:1351455	ribosomal protein L13A		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000166703|UniProtKB:P40429|SGD:S000005013|MGI:MGI:1351455|RGD:628697|SGD:S000001395	PANTHER:PTHR11545	protein_coding_gene		GO_REF:0000033	20211215
MGI:MGI:1351455	ribosomal protein L13A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11545	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1351455	ribosomal protein L13A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11545	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1915861	mitochondrial ribosomal protein L28		GO:0005761		MGI	NCBITaxon:10090	ISO	UniProtKB:Q13084	PANTHER:PTHR13528	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20110629
MGI:MGI:1915861	mitochondrial ribosomal protein L28		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13528	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1915861	mitochondrial ribosomal protein L28		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q13084	PANTHER:PTHR13528	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161005
MGI:MGI:1915861	mitochondrial ribosomal protein L28		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13528	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1915861	mitochondrial ribosomal protein L28		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000338550|UniProtKB:Q586A2|UniProtKB:Q13084|SGD:S000004806	PANTHER:PTHR13528	protein_coding_gene		GO_REF:0000033	20230110
MGI:MGI:1915686	ribosomal protein L34		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P49207	PANTHER:PTHR46595	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1915686	ribosomal protein L34		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1309402	PANTHER:PTHR46595	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1915686	ribosomal protein L34		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR46595	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1915686	ribosomal protein L34		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR46595	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1915686	ribosomal protein L34		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P49207	PANTHER:PTHR46595	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1915686	ribosomal protein L34		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000079604|UniProtKB:P49207|RGD:1309402|MGI:MGI:1915686	PANTHER:PTHR46595	protein_coding_gene		GO_REF:0000033	20220330
MGI:MGI:1915686	ribosomal protein L34		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR46595	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1915686	ribosomal protein L34		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR46595	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:3647029	predicted gene 6133		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000174131|MGI:MGI:2448270|UniProtKB:P18621|SGD:S000003713|SGD:S000001663|RGD:1303019	PANTHER:PTHR11593	protein_coding_gene		GO_REF:0000033	20211215
MGI:MGI:1915278	ribosomal protein L22 like 1		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR10064	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1915278	ribosomal protein L22 like 1		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR002671	PANTHER:PTHR10064	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:99687	ribosomal protein L29		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:62069	PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:99687	ribosomal protein L29		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P47914	PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:99687	ribosomal protein L29		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:99687	ribosomal protein L29		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:99687	ribosomal protein L29		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:62069	PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:99687	ribosomal protein L29		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P47914	PANTHER:PTHR12884	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:99687	ribosomal protein L29		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000306390|UniProtKB:P47914|SGD:S000006437|MGI:MGI:99687|RGD:62069	PANTHER:PTHR12884	protein_coding_gene		GO_REF:0000033	20211216
MGI:MGI:99687	ribosomal protein L29		GO:0022626		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR12884	protein_coding_gene		PMID:17195189	20080908
MGI:MGI:99687	ribosomal protein L29		GO:0005840		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR12884	protein_coding_gene		PMID:17195189	20080908
MGI:MGI:99687	ribosomal protein L29		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR12884	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:99687	ribosomal protein L29		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR12884	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:3647789	ribosomal protein L6-like		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:Q02878		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:3647789	ribosomal protein L6-like		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:Q02878		pseudogene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1289321	mitochondrial ribosomal protein L48		GO:0005761		MGI	NCBITaxon:10090	ISO	UniProtKB:Q96GC5	PANTHER:PTHR13473	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20110629
MGI:MGI:1289321	mitochondrial ribosomal protein L48		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q96GC5	PANTHER:PTHR13473	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161101
MGI:MGI:1289321	mitochondrial ribosomal protein L48		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13473	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1289321	mitochondrial ribosomal protein L48		GO:0005761		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000336494|UniProtKB:Q96GC5	PANTHER:PTHR13473	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:2137229	mitochondrial ribosomal protein L43		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q8N983	PANTHER:PTHR21396	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161031
MGI:MGI:2137229	mitochondrial ribosomal protein L43		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR21396	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:2137229	mitochondrial ribosomal protein L43		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR21396	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:2137229	mitochondrial ribosomal protein L43		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000483648|SGD:S000006304|UniProtKB:Q583E5|UniProtKB:Q8N983	PANTHER:PTHR21396	protein_coding_gene		GO_REF:0000033	20230111
MGI:MGI:2137229	mitochondrial ribosomal protein L43		GO:0005762		MGI	NCBITaxon:10090	ISO	RefSeq:NP_776988	PANTHER:PTHR21396	protein_coding_gene		GO_REF:0000008	20110303
MGI:MGI:2137228	mitochondrial ribosomal protein L36		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR46909	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:2137228	mitochondrial ribosomal protein L36		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9P0J6	PANTHER:PTHR46909	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161018
MGI:MGI:2137228	mitochondrial ribosomal protein L36		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR46909	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:2137228	mitochondrial ribosomal protein L36		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR000473|InterPro:IPR035977	PANTHER:PTHR46909	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:2137228	mitochondrial ribosomal protein L36		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000428162|UniProtKB:Q9P0J6	PANTHER:PTHR46909	protein_coding_gene		GO_REF:0000033	20181004
MGI:MGI:2137228	mitochondrial ribosomal protein L36		GO:0005762		MGI	NCBITaxon:10090	ISO	RefSeq:XP_580819	PANTHER:PTHR46909	protein_coding_gene		GO_REF:0000008	20110303
MGI:MGI:2137227	mitochondrial ribosomal protein L34		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR14503	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:2137227	mitochondrial ribosomal protein L34		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9BQ48	PANTHER:PTHR14503	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161018
MGI:MGI:2137227	mitochondrial ribosomal protein L34		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR14503	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:2137227	mitochondrial ribosomal protein L34		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR000271	PANTHER:PTHR14503	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:2137227	mitochondrial ribosomal protein L34		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000376336|UniProtKB:Q9BQ48	PANTHER:PTHR14503	protein_coding_gene		GO_REF:0000033	20180510
MGI:MGI:2137227	mitochondrial ribosomal protein L34		GO:0005762		MGI	NCBITaxon:10090	ISO	RefSeq:NP_001103657	PANTHER:PTHR14503	protein_coding_gene		GO_REF:0000008	20110303
MGI:MGI:2137226	mitochondrial ribosomal protein L32		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9BYC8	PANTHER:PTHR21026	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161018
MGI:MGI:2137226	mitochondrial ribosomal protein L32		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR21026	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:2137226	mitochondrial ribosomal protein L32		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR21026	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:2137226	mitochondrial ribosomal protein L32		GO:0015934		UniProt	NCBITaxon:10090	IEA	InterPro:IPR002677	PANTHER:PTHR21026	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:2137226	mitochondrial ribosomal protein L32		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN001464365|UniProtKB:Q9BYC8|SGD:S000000596	PANTHER:PTHR21026	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:2137226	mitochondrial ribosomal protein L32		GO:0005762		MGI	NCBITaxon:10090	ISO	RefSeq:NP_001033768	PANTHER:PTHR21026	protein_coding_gene		GO_REF:0000008	20110303
MGI:MGI:2137225	mitochondrial ribosomal protein L33		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR47037	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:2137225	mitochondrial ribosomal protein L33		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:O75394	PANTHER:PTHR47037	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161018
MGI:MGI:2137225	mitochondrial ribosomal protein L33		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR001705	PANTHER:PTHR47037	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:2137225	mitochondrial ribosomal protein L33		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR47037	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:2137224	mitochondrial ribosomal protein L27		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9P0M9	PANTHER:PTHR15893	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161017
MGI:MGI:2137224	mitochondrial ribosomal protein L27		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR15893	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:2137224	mitochondrial ribosomal protein L27		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR001684	PANTHER:PTHR15893	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:2137224	mitochondrial ribosomal protein L27		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR15893	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:2137224	mitochondrial ribosomal protein L27		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000407639|SGD:S000004950|UniProtKB:Q9P0M9	PANTHER:PTHR15893	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:2137224	mitochondrial ribosomal protein L27		GO:0005762		MGI	NCBITaxon:10090	ISO	RefSeq:NP_001032530	PANTHER:PTHR15893	protein_coding_gene		GO_REF:0000008	20110303
